model,upstream_product,upstream_identifier,upstream_long_name,canonical_candidate_name,category,level_type,level,units,temporal_semantics,step_type,step_range_pattern,accumulation_or_interval_window,required_lead_min,required_lead_max,required_lead_cadence,applicable_at_f000,lead_completeness,member_scope,member_completeness,raw_upstream,directly_ingestible,derived,derivation_dependencies,ingestion_constraints,current_repo_support,current_repo_locations,product_usefulness,tier,evidence_type,evidence_reference,confidence,notes
gefs,pgrb2s.0p25,CIN,Convective Inhibition,cin_surface,Convective / Instability,surface,surface,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (20:9344367:d=2026082800:CIN:surface:anl:ENS=low-res ctl),HIGH,Energy barrier preventing an air parcel from reaching its LFC (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,HLCY,Storm Relative Helicity,helicity_3000_0_m_above_ground,Convective / Severe,heightAboveGround,3000-0 m above ground,m^2/s^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (23:10889904:d=2026082800:HLCY:3000-0 m above ground:anl:ENS=low-res ctl),HIGH,Measure of potential for cyclonic updraft rotation in thunderstorms (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,ICETK,Ice Thickness,ice_thickness,Cryosphere / Ocean,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (10:4131296:d=2026082800:ICETK:surface:anl:ENS=low-res ctl),HIGH,Sea ice physical thickness (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,SNOD,Snow Depth,snow_depth,Cryosphere / Snow,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (9:3918470:d=2026082800:SNOD:surface:anl:ENS=low-res ctl),HIGH,Physical depth of snow cover on ground surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,WEASD,Water Equiv of Accum Snow Depth,snow_water_equivalent,Cryosphere / Snow,surface,surface,kg/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (8:3691784:d=2026082800:WEASD:surface:anl:ENS=low-res ctl),HIGH,Water equivalent mass of total snow pack on surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,GUST,Wind Speed (Gust),wind_gust,Kinematic / Wind,surface,surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (2:329798:d=2026082800:GUST:surface:anl:ENS=low-res ctl),HIGH,Peak instantaneous surface wind gust speed (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,UGRD,U-Component of Wind (Zonal),wind_u_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (16:6672087:d=2026082800:UGRD:10 m above ground:anl:ENS=low-res ctl),HIGH,Zonal (west-east) wind component (positive eastward) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,VGRD,V-Component of Wind (Meridional),wind_v_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (17:7517474:d=2026082800:VGRD:10 m above ground:anl:ENS=low-res ctl),HIGH,Meridional (south-north) wind component (positive northward) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,LHTFL,Latent Heat Net Flux,latent_heat_flux,Land Surface Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (23:9231024:d=2026082800:LHTFL:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Turbulent flux of latent heat from evaporation/transpiration (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,SHTFL,Sensible Heat Net Flux,sensible_heat_flux,Land Surface Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (24:10076590:d=2026082800:SHTFL:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Turbulent conductive/convective heat exchange with boundary layer (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,HGT,Geopotential Height,height_cloud_ceiling,Mass / Height,cloudLayer,cloud ceiling,gpm,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (22:10152518:d=2026082800:HGT:cloud ceiling:anl:ENS=low-res ctl),HIGH,Geopotential height at specified non-pressure surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,HGT,Geopotential Height,height,Mass / Height,surface,surface,gpm,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (5:2526987:d=2026082800:HGT:surface:anl:ENS=low-res ctl),HIGH,Geopotential height at specified non-pressure surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,MSLET,MSLP (Eta Model Reduction),mslp_eta_mean_sea_level,Mass / Pressure,meanSeaLevel,mean sea level,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (3:864045:d=2026082800:MSLET:mean sea level:anl:ENS=low-res ctl),HIGH,Mean sea level pressure reduced via Eta model formulation (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,PRES,Pressure,surface_pressure,Mass / Pressure,surface,surface,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (4:1782187:d=2026082800:PRES:surface:anl:ENS=low-res ctl),HIGH,Atmospheric pressure at specified level (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,PRMSL,Pressure Reduced to MSL,mslp,Mass / Pressure,meanSeaLevel,mean sea level,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (26:12098562:d=2026082800:PRMSL:mean sea level:anl:ENS=low-res ctl),HIGH,Pressure reduced to mean sea level (standard reduction) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,APCP,Total Accumulated Precipitation,precipitation_accum,Precipitation / Hydrology,surface,surface,kg/m^2,accumulation,accum,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Semantics / Normalization Required),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (18:8677172:d=2026082800:APCP:surface:0-3 hour acc fcst:ENS=low-res ctl),HIGH,Water-equivalent total precipitation accumulated over interval (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,CPOFP,Percent of Frozen Precipitation,frozen_precipitation_percent,Precipitation Type,surface,surface,%,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (18:8318561:d=2026082800:CPOFP:surface:anl:ENS=low-res ctl),HIGH,Estimated percentage of precipitation falling in frozen form (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,DSWRF,Downward Short-Wave Radiation Flux,solar_radiation_downward,Radiation / Solar Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (30:13744020:d=2026082800:DSWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Incoming solar irradiance incident on surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,USWRF,Upward Short-Wave Radiation Flux,solar_radiation_upward,Radiation / Solar Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (32:15038114:d=2026082800:USWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Reflected shortwave solar radiation flux (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,DLWRF,Downward Long-Wave Radiation Flux,thermal_radiation_downward,Radiation / Thermal Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (31:14542960:d=2026082800:DLWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Incoming infrared atmospheric thermal radiation incident on surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,ULWRF,Upward Long-Wave Radiation Flux,thermal_radiation_upward,Radiation / Thermal Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (33:15751748:d=2026082800:ULWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Outgoing infrared radiation emitted from surface or TOA (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,ULWRF,Upward Long-Wave Radiation Flux,thermal_radiation_upward_top_of_atmosphere,Radiation / Thermal Fluxes,topOfAtmosphere,top of atmosphere,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (34:16130914:d=2026082800:ULWRF:top of atmosphere:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Outgoing infrared radiation emitted from surface or TOA (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,SOILW,Volumetric Soil Moisture Content,soil_moisture_0_0_1_m_below_ground,Soil / Land State,depthBelowGround,0-0.1 m below ground,fraction,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (7:3341354:d=2026082800:SOILW:0-0.1 m below ground:anl:ENS=low-res ctl),HIGH,Volume of water per unit total volume of soil (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TSOIL,Soil Temperature,soil_temperature_0_0_1_m_below_ground,Soil / Land State,depthBelowGround,0-0.1 m below ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (6:2979562:d=2026082800:TSOIL:0-0.1 m below ground:anl:ENS=low-res ctl),HIGH,Thermodynamic temperature of soil layer (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMP,Temperature,temperature_2m,Thermodynamic,heightAboveGround,2 m above ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,True,"parser.py, idx_parser.py, cli.py",High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (11:4204810:d=2026082800:TMP:2 m above ground:anl:ENS=low-res ctl),HIGH,Air temperature at specified vertical level (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMAX,Maximum Temperature,temperature_max_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,maximum,max,0-6h max interval (GFS) / 3h-6h max interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (14:5785989:d=2026082800:TMAX:2 m above ground:0-0 day max fcst:ENS=low-res ctl),HIGH,Maximum air temperature over forecast interval (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMIN,Minimum Temperature,temperature_min_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,minimum,min,0-6h min interval (GFS) / 3h-6h min interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (15:6229038:d=2026082800:TMIN:2 m above ground:0-0 day min fcst:ENS=low-res ctl),HIGH,Minimum air temperature over forecast interval (Verified identical in gec00 and gep01..gep30)
