model,upstream_product,upstream_identifier,upstream_long_name,canonical_candidate_name,category,level_type,level,units,temporal_semantics,step_type,step_range_pattern,accumulation_or_interval_window,required_lead_min,required_lead_max,required_lead_cadence,applicable_at_f000,lead_completeness,member_scope,member_completeness,raw_upstream,directly_ingestible,derived,derivation_dependencies,ingestion_constraints,current_repo_support,current_repo_locations,product_usefulness,tier,evidence_type,evidence_reference,confidence,notes
gfs,pgrb2.0p25,ICAHT,Icing/Turbulence Base/Top,icing_height_tropopause,Aviation Hazard,tropopause,tropopause,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (617:446474465:d=2026082800:ICAHT:tropopause:anl:),HIGH,Height of critical aviation turbulence or icing layer
gfs,pgrb2.0p25,HPBL,Planetary Boundary Layer Height,pbl_height,Boundary Layer,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (666:494369837:d=2026082800:HPBL:surface:anl:),HIGH,Depth of planetary boundary layer above ground level
gfs,pgrb2.0p25,CFRZR,Categorical Freezing Rain,freezing_rain_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (592:430540836:d=2026082800:CFRZR:surface:anl:),HIGH,Categorical binary flag or ensemble probability for freezing rain
gfs,pgrb2.0p25,CICEP,Categorical Ice Pellets,ice_pellets_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (591:430540657:d=2026082800:CICEP:surface:anl:),HIGH,Categorical binary flag or ensemble probability for sleet/ice pellets
gfs,pgrb2.0p25,CRAIN,Categorical Rain,rain_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (593:430542809:d=2026082800:CRAIN:surface:anl:),HIGH,Categorical binary flag or ensemble probability for liquid rain
gfs,pgrb2.0p25,CSNOW,Categorical Snow,snow_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (590:430515234:d=2026082800:CSNOW:surface:anl:),HIGH,Categorical binary flag or ensemble probability for snow
gfs,pgrb2.0p25,CNWAT,Convective Cloud Water,convective_cloud_water,Clouds / Moisture,surface,surface,kg/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (576:422432281:d=2026082800:CNWAT:surface:anl:),HIGH,Vertically integrated convective cloud water mass
gfs,pgrb2.0p25,CWAT,Cloud Water (Atmospheric Column),cloud_water_column_entire_atmosphere_considered_as_a_single_layer,Clouds / Moisture,atmosphere,entire atmosphere (considered as a single layer),kg/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (605:436591554:d=2026082800:CWAT:entire atmosphere (considered as a single layer):anl:),HIGH,Vertically integrated liquid and ice cloud water mass
gfs,pgrb2.0p25,HCDC,High Cloud Cover,cloud_cover_high_high_cloud_layer,Clouds / Radiation,cloudLayer,high cloud layer,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (610:439600704:d=2026082800:HCDC:high cloud layer:anl:),HIGH,Fraction of sky covered by high-altitude clouds (cirrus)
gfs,pgrb2.0p25,LCDC,Low Cloud Cover,cloud_cover_low_low_cloud_layer,Clouds / Radiation,cloudLayer,low cloud layer,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (608:438230336:d=2026082800:LCDC:low cloud layer:anl:),HIGH,Fraction of sky covered by low-altitude clouds (stratus/stratocumulus)
gfs,pgrb2.0p25,MCDC,Middle Cloud Cover,cloud_cover_mid_middle_cloud_layer,Clouds / Radiation,cloudLayer,middle cloud layer,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (609:439009792:d=2026082800:MCDC:middle cloud layer:anl:),HIGH,Fraction of sky covered by mid-altitude clouds (altocumulus/altostratus)
gfs,pgrb2.0p25,TCDC,Total Cloud Cover,cloud_cover_total_boundary_layer_cloud_layer,Clouds / Radiation,cloudLayer,boundary layer cloud layer,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (651:469574066:d=2026082800:TCDC:boundary layer cloud layer:0-3 hour ave fcst:),HIGH,Fraction of sky covered by all cloud types
gfs,pgrb2.0p25,TCDC,Total Cloud Cover,cloud_cover_total_convective_cloud_layer,Clouds / Radiation,cloudLayer,convective cloud layer,%,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (650:468838608:d=2026082800:TCDC:convective cloud layer:3 hour fcst:),HIGH,Fraction of sky covered by all cloud types
gfs,pgrb2.0p25,TCDC,Total Cloud Cover,cloud_cover_total,Clouds / Radiation,atmosphere,entire atmosphere,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (611:440309192:d=2026082800:TCDC:entire atmosphere:anl:),HIGH,Fraction of sky covered by all cloud types
gfs,pgrb2.0p25,CAPE,Convective Available Potential Energy,cape_180_0_mb_above_ground,Convective / Instability,heightAboveGround,180-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (664:493410065:d=2026082800:CAPE:180-0 mb above ground:anl:),HIGH,Buoyant energy available to an air parcel lifted adiabatically
gfs,pgrb2.0p25,CAPE,Convective Available Potential Energy,cape_255_0_mb_above_ground,Convective / Instability,heightAboveGround,255-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (679:504497403:d=2026082800:CAPE:255-0 mb above ground:anl:),HIGH,Buoyant energy available to an air parcel lifted adiabatically
gfs,pgrb2.0p25,CAPE,Convective Available Potential Energy,cape_90_0_mb_above_ground,Convective / Instability,heightAboveGround,90-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (677:503630838:d=2026082800:CAPE:90-0 mb above ground:anl:),HIGH,Buoyant energy available to an air parcel lifted adiabatically
gfs,pgrb2.0p25,CAPE,Convective Available Potential Energy,cape_surface,Convective / Instability,surface,surface,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (602:434442497:d=2026082800:CAPE:surface:anl:),HIGH,Buoyant energy available to an air parcel lifted adiabatically
gfs,pgrb2.0p25,CIN,Convective Inhibition,cin_180_0_mb_above_ground,Convective / Instability,heightAboveGround,180-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (665:493968212:d=2026082800:CIN:180-0 mb above ground:anl:),HIGH,Energy barrier preventing an air parcel from reaching its LFC
gfs,pgrb2.0p25,CIN,Convective Inhibition,cin_255_0_mb_above_ground,Convective / Instability,heightAboveGround,255-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (680:505051501:d=2026082800:CIN:255-0 mb above ground:anl:),HIGH,Energy barrier preventing an air parcel from reaching its LFC
gfs,pgrb2.0p25,CIN,Convective Inhibition,cin_90_0_mb_above_ground,Convective / Instability,heightAboveGround,90-0 mb above ground,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (678:504129706:d=2026082800:CIN:90-0 mb above ground:anl:),HIGH,Energy barrier preventing an air parcel from reaching its LFC
gfs,pgrb2.0p25,CIN,Convective Inhibition,cin_surface,Convective / Instability,surface,surface,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (603:435017455:d=2026082800:CIN:surface:anl:),HIGH,Energy barrier preventing an air parcel from reaching its LFC
gfs,pgrb2.0p25,4LFTX,Best (4-layer) Lifted Index,lifted_index_4layer,Convective / Severe,surface,surface,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (663:492882533:d=2026082800:4LFTX:surface:anl:),HIGH,Atmospheric stability index computed over lowest 4 layers
gfs,pgrb2.0p25,HLCY,Storm Relative Helicity,helicity_3000_0_m_above_ground,Convective / Severe,heightAboveGround,3000-0 m above ground,m^2/s^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (613:442395076:d=2026082800:HLCY:3000-0 m above ground:anl:),HIGH,Measure of potential for cyclonic updraft rotation in thunderstorms
gfs,pgrb2.0p25,LFTX,Surface Lifted Index,lifted_index_surface,Convective / Severe,surface,surface,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (601:433888860:d=2026082800:LFTX:surface:anl:),HIGH,Surface-based atmospheric lifted stability index
gfs,pgrb2.0p25,PLPL,Pressure of Parcel Starting Level,parcel_lift_pressure_255_0_mb_above_ground,Convective / Severe,heightAboveGround,255-0 mb above ground,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (681:505402350:d=2026082800:PLPL:255-0 mb above ground:anl:),HIGH,Pressure level from which the most unstable parcel originates
gfs,pgrb2.0p25,CWORK,Cloud Work Function,cloud_work_function_entire_atmosphere_considered_as_a_single_layer,Convective Dynamics,atmosphere,entire atmosphere (considered as a single layer),J/kg,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (652:470298692:d=2026082800:CWORK:entire atmosphere (considered as a single layer):0-3 hour ave fcst:),HIGH,Measure of convective cloud generation / Arakawa-Schubert closure
gfs,pgrb2.0p25,ICEC,Ice Cover / Concentration,ice_concentration,Cryosphere / Ocean,surface,surface,fraction,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (683:506384482:d=2026082800:ICEC:surface:anl:),HIGH,Fractional sea ice cover on ocean surface
gfs,pgrb2.0p25,ICEG,Ice Growth Rate,ice_growth_rate_10_m_above_mean_sea_level,Cryosphere / Ocean,meanSeaLevel,10 m above mean sea level,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (587:429234095:d=2026082800:ICEG:10 m above mean sea level:anl:),HIGH,Rate of sea ice thermodynamic thickness change
gfs,pgrb2.0p25,ICETK,Ice Thickness,ice_thickness,Cryosphere / Ocean,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (579:423561176:d=2026082800:ICETK:surface:anl:),HIGH,Sea ice physical thickness
gfs,pgrb2.0p25,ICETMP,Ice Surface Temperature,ice_temperature,Cryosphere / Ocean,surface,surface,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (684:506494810:d=2026082800:ICETMP:surface:anl:),HIGH,Thermodynamic surface temperature of sea ice
gfs,pgrb2.0p25,SNOD,Snow Depth,snow_depth,Cryosphere / Snow,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (578:423131172:d=2026082800:SNOD:surface:anl:),HIGH,Physical depth of snow cover on ground surface
gfs,pgrb2.0p25,WEASD,Water Equiv of Accum Snow Depth,snow_water_equivalent,Cryosphere / Snow,surface,surface,kg/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (577:422712154:d=2026082800:WEASD:surface:anl:),HIGH,Water equivalent mass of total snow pack on surface
gfs,pgrb2.0p25,HINDEX,Haines Index (Fire Weather),haines_index,Fire Weather / Severity,surface,surface,1-6 index,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (525:391731808:d=2026082800:HINDEX:surface:anl:),HIGH,Lower atmospheric stability and moisture index for wildfire potential
gfs,pgrb2.0p25,U-GWD,Zonal Gravity Wave Stress,gravity_wave_stress_u,Gravity Wave Drag,surface,surface,N/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (616:443123113:d=2026082800:U-GWD:surface:0-3 hour ave fcst:),HIGH,Zonal surface stress from orographic gravity wave drag
gfs,pgrb2.0p25,V-GWD,Meridional Gravity Wave Stress,gravity_wave_stress_v,Gravity Wave Drag,surface,surface,N/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Low,Tier D (Low Value / Specialized),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (617:443383943:d=2026082800:V-GWD:surface:0-3 hour ave fcst:),HIGH,Meridional surface stress from orographic gravity wave drag
