model,upstream_product,upstream_identifier,upstream_long_name,canonical_candidate_name,category,level_type,level,units,temporal_semantics,step_type,step_range_pattern,accumulation_or_interval_window,required_lead_min,required_lead_max,required_lead_cadence,applicable_at_f000,lead_completeness,member_scope,member_completeness,raw_upstream,directly_ingestible,derived,derivation_dependencies,ingestion_constraints,current_repo_support,current_repo_locations,product_usefulness,tier,evidence_type,evidence_reference,confidence,notes
gefs,pgrb2s.0p25,UGRD+VGRD,10m Wind Direction,wind_direction_10m,Kinematic / Wind,heightAboveGround,10 m above ground,degrees,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",complete,False,False,True,"wind_u_10m (UGRD 10m), wind_v_10m (VGRD 10m)","Derive (270 - atan2(V,U)*180/pi) % 360 during normalization",False,None,High,Tier B (Derived Candidate),INFERRED,Mathematical derivation from UGRD and VGRD,HIGH,Standard meteorological wind direction (degrees from true north)
gefs,pgrb2s.0p25,GUST,Wind Speed (Gust),wind_gust,Kinematic / Wind,surface,surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (2:329798:d=2026082800:GUST:surface:anl:ENS=low-res ctl),HIGH,Peak instantaneous surface wind gust speed (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,UGRD+VGRD,10m Wind Speed (Scalar),wind_speed_10m,Kinematic / Wind,heightAboveGround,10 m above ground,km/h,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",complete,False,False,True,"wind_u_10m (UGRD 10m), wind_v_10m (VGRD 10m)","Derive hypot(U,V)*3.6 during parse_grib2 normalization",False,None,High,Tier B (Derived Candidate),INFERRED,Mathematical derivation from UGRD and VGRD,HIGH,Essential scalar wind speed for dashboard meteograms and wind speed tiles
gefs,pgrb2s.0p25,UGRD,U-Component of Wind (Zonal),wind_u_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (16:6672087:d=2026082800:UGRD:10 m above ground:anl:ENS=low-res ctl),HIGH,Zonal (west-east) wind component (positive eastward) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,VGRD,V-Component of Wind (Meridional),wind_v_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (17:7517474:d=2026082800:VGRD:10 m above ground:anl:ENS=low-res ctl),HIGH,Meridional (south-north) wind component (positive northward) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,PRMSL,Pressure Reduced to MSL,mslp,Mass / Pressure,meanSeaLevel,mean sea level,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (26:12098562:d=2026082800:PRMSL:mean sea level:anl:ENS=low-res ctl),HIGH,Pressure reduced to mean sea level (standard reduction) (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,PRES,Pressure,surface_pressure,Mass / Pressure,surface,surface,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (4:1782187:d=2026082800:PRES:surface:anl:ENS=low-res ctl),HIGH,Atmospheric pressure at specified level (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,APCP,Total Accumulated Precipitation,precipitation_accum,Precipitation / Hydrology,surface,surface,kg/m^2,accumulation,accum,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Semantics / Normalization Required),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (18:8677172:d=2026082800:APCP:surface:0-3 hour acc fcst:ENS=low-res ctl),HIGH,Water-equivalent total precipitation accumulated over interval (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,DSWRF,Downward Short-Wave Radiation Flux,solar_radiation_downward,Radiation / Solar Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (30:13744020:d=2026082800:DSWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Incoming solar irradiance incident on surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,DLWRF,Downward Long-Wave Radiation Flux,thermal_radiation_downward,Radiation / Thermal Fluxes,surface,surface,W/m^2,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (31:14542960:d=2026082800:DLWRF:surface:0-3 hour ave fcst:ENS=low-res ctl),HIGH,Incoming infrared atmospheric thermal radiation incident on surface (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMP,Temperature,temperature_2m,Thermodynamic,heightAboveGround,2 m above ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,True,"parser.py, idx_parser.py, cli.py",High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (11:4204810:d=2026082800:TMP:2 m above ground:anl:ENS=low-res ctl),HIGH,Air temperature at specified vertical level (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMAX,Maximum Temperature,temperature_max_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,maximum,max,0-6h max interval (GFS) / 3h-6h max interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (14:5785989:d=2026082800:TMAX:2 m above ground:0-0 day max fcst:ENS=low-res ctl),HIGH,Maximum air temperature over forecast interval (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,TMIN,Minimum Temperature,temperature_min_2_m_above_ground,Thermodynamic / Extremes,heightAboveGround,2 m above ground,K,minimum,min,0-6h min interval (GFS) / 3h-6h min interval (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)","31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,False,False,None,Requires interval handling or de-accumulation,False,None,Medium,Tier C (Interval / Averaged Semantics),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (15:6229038:d=2026082800:TMIN:2 m above ground:0-0 day min fcst:ENS=low-res ctl),HIGH,Minimum air temperature over forecast interval (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,DPT,Dew Point Temperature,dewpoint_2m,Thermodynamic / Moisture,heightAboveGround,2 m above ground,K,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (12:4647850:d=2026082800:DPT:2 m above ground:anl:ENS=low-res ctl),HIGH,Temperature to which air must be cooled to become saturated (Verified identical in gec00 and gep01..gep30)
gefs,pgrb2s.0p25,RH,Relative Humidity,relative_humidity_2m,Thermodynamic / Moisture,heightAboveGround,2 m above ground,%,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),"31 members (gec00, gep01..gep30)",100% complete across all 31 members x 81 leads (2511/2511 files),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gefs.20260828/00/atmos/pgrb2sp25/MEM.t00z.pgrb2s.0p25.fXXX.idx (13:5098373:d=2026082800:RH:2 m above ground:anl:ENS=low-res ctl),HIGH,Ratio of actual vapor pressure to saturation vapor pressure (Verified identical in gec00 and gep01..gep30)
gfs,pgrb2.0p25,PWAT,Precipitable Water,precipitable_water,Atmospheric Moisture Column,atmosphere,entire atmosphere (considered as a single layer),kg/m^2,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (604:435358646:d=2026082800:PWAT:entire atmosphere (considered as a single layer):anl:),HIGH,Total atmospheric column water vapor depth
gfs,pgrb2.0p25,VIS,Visibility,visibility,Aviation / Surface,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (10:4339483:d=2026082800:VIS:surface:anl:),HIGH,Horizontal visibility distance at surface
gfs,pgrb2.0p25,CFRZR,Categorical Freezing Rain,freezing_rain_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (592:430540836:d=2026082800:CFRZR:surface:anl:),HIGH,Categorical binary flag or ensemble probability for freezing rain
gfs,pgrb2.0p25,CICEP,Categorical Ice Pellets,ice_pellets_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (591:430540657:d=2026082800:CICEP:surface:anl:),HIGH,Categorical binary flag or ensemble probability for sleet/ice pellets
gfs,pgrb2.0p25,CRAIN,Categorical Rain,rain_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (593:430542809:d=2026082800:CRAIN:surface:anl:),HIGH,Categorical binary flag or ensemble probability for liquid rain
gfs,pgrb2.0p25,CSNOW,Categorical Snow,snow_category,Categorical Precipitation,surface,surface,0/1 flag,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,Medium,Tier C (Categorical / Probability Design),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (590:430515234:d=2026082800:CSNOW:surface:anl:),HIGH,Categorical binary flag or ensemble probability for snow
gfs,pgrb2.0p25,TCDC,Total Cloud Cover,cloud_cover_total,Clouds / Radiation,atmosphere,entire atmosphere,%,average,average,0-6h resetting (GFS) / 3h-6h alternating (GEFS),6h / 3h-6h,0,240,3h,False,"80/81 leads (100% post-analysis, absent at f000 by design)",deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (611:440309192:d=2026082800:TCDC:entire atmosphere:anl:),HIGH,Fraction of sky covered by all cloud types
gfs,pgrb2.0p25,CAPE,Convective Available Potential Energy,cape_surface,Convective / Instability,surface,surface,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (602:434442497:d=2026082800:CAPE:surface:anl:),HIGH,Buoyant energy available to an air parcel lifted adiabatically
gfs,pgrb2.0p25,CIN,Convective Inhibition,cin_surface,Convective / Instability,surface,surface,J/kg,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,False,False,None,Requires temporal interval handling or de-accumulation,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (603:435017455:d=2026082800:CIN:surface:anl:),HIGH,Energy barrier preventing an air parcel from reaching its LFC
gfs,pgrb2.0p25,SNOD,Snow Depth,snow_depth,Cryosphere / Snow,surface,surface,m,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (578:423131172:d=2026082800:SNOD:surface:anl:),HIGH,Physical depth of snow cover on ground surface
gfs,pgrb2.0p25,UGRD+VGRD,10m Wind Direction,wind_direction_10m,Kinematic / Wind,heightAboveGround,10 m above ground,degrees,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic,complete,False,False,True,"wind_u_10m (UGRD 10m), wind_v_10m (VGRD 10m)","Derive (270 - atan2(V,U)*180/pi) % 360 during normalization",False,None,High,Tier B (Derived Candidate),INFERRED,Mathematical derivation from UGRD and VGRD,HIGH,Standard meteorological wind direction (degrees from true north)
gfs,pgrb2.0p25,GUST,Wind Speed (Gust),wind_gust,Kinematic / Wind,surface,surface,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (14:6579076:d=2026082800:GUST:surface:anl:),HIGH,Peak instantaneous surface wind gust speed
gfs,pgrb2.0p25,UGRD+VGRD,10m Wind Speed (Scalar),wind_speed_10m,Kinematic / Wind,heightAboveGround,10 m above ground,km/h,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic,complete,False,False,True,"wind_u_10m (UGRD 10m), wind_v_10m (VGRD 10m)","Derive hypot(U,V)*3.6 during parse_grib2 normalization",False,None,High,Tier B (Derived Candidate),INFERRED,Mathematical derivation from UGRD and VGRD,HIGH,Essential scalar wind speed for dashboard meteograms and wind speed tiles
gfs,pgrb2.0p25,UGRD,U-Component of Wind (Zonal),wind_u_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (585:427287766:d=2026082800:UGRD:10 m above ground:anl:),HIGH,Zonal (west-east) wind component (positive eastward)
gfs,pgrb2.0p25,VGRD,V-Component of Wind (Meridional),wind_v_10m,Kinematic / Wind,heightAboveGround,10 m above ground,m/s,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Raw Vector) / Tier B (Speed/Dir),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (586:428272548:d=2026082800:VGRD:10 m above ground:anl:),HIGH,Meridional (south-north) wind component (positive northward)
gfs,pgrb2.0p25,PRMSL,Pressure Reduced to MSL,mslp,Mass / Pressure,meanSeaLevel,mean sea level,Pa,instant,instant,N/A,N/A,0,240,3h,True,81/81 leads (100% on 3h grid),deterministic (single run),complete (deterministic),True,True,False,None,None,False,None,High,Tier A (Strong Raw Candidate),OBSERVED_EXHAUSTIVE,AWS S3 gfs.20260828/00/atmos/gfs.t00z.pgrb2.0p25.fXXX.idx (1:0:d=2026082800:PRMSL:mean sea level:anl:),HIGH,Pressure reduced to mean sea level (standard reduction)
